PrimaryPropertyType,Latitude,NumberofFloors,ComplianceStatus,BuildingType,CouncilDistrictCode,OSEBuildingID,Neighborhood,PropertyGFAParking,TotalGHGEmissions,PropertyGFATotal,PropertyGFABuilding(s),SiteEnergyUse(kBtu),NumberofBuildings,Longitude,RecentUpgrade,Central,Delridge,Downtown,East,Greater duwamish,Lake union,Magnolia / queen anne,North,Northeast,Northwest,Southeast,Southwest,High-Rise Multifamily,Hospital,Hotel,K-12 School,Laboratory,Low-Rise Multifamily,Medical Office,Mid-Rise Multifamily,Mixed Use Property,Office,Other,Refrigerated Warehouse,Residence Hall,Restaurant,Retail Store,Self-Storage Facility,Senior Care Community,Supermarket / Grocery Store,University,Warehouse,Worship Facility,Multifamily HR (10+),Multifamily LR (1-4),Multifamily MR (5-9),NonResidential,Nonresidential COS,Nonresidential WA,SPS-District K-12,CSC 2,CSC 3,CSC 4,CSC 5,CSC 6,CSC 7,Age
Hotel,47.606809999999996,28.0,1,NonResidential,CSC 7,23,Downtown,85000,802.89,416281,331281,33556756.0,1.0,-122.33078,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,33
Mixed Use Property,47.60515,5.0,1,NonResidential,CSC 7,24,Downtown,0,273.02,57452,57452,7606084.5,1.0,-122.33158999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,109
Hotel,47.60376,10.0,1,NonResidential,CSC 7,25,Downtown,0,349.32,104352,104352,10154608.0,1.0,-122.33193999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100
Other,47.60265,10.0,1,NonResidential,CSC 7,26,Downtown,0,1265.29,540360,540360,44984468.0,1.0,-122.33051,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,100
Other,47.60378,19.0,1,NonResidential,CSC 3,27,Downtown,0,1699.45,385274,385274,47859812.0,1.0,-122.32842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,31
Hotel,47.65959,6.0,1,NonResidential,CSC 4,29,Northeast,30586,90.01,88592,58006,3663534.5,1.0,-122.31755,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15
University,47.618159999999996,7.0,1,NonResidential,CSC 7,30,Downtown,0,388.04,126593,126593,11343686.0,1.0,-122.33628999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,88
Other,47.615,2.0,1,NonResidential,CSC 7,31,Downtown,0,9.13,67224,67224,1310236.625,1.0,-122.33081000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,86
Hotel,47.613009999999996,8.0,1,NonResidential,CSC 7,32,East,30301,256.57,158676,128375,5328051.5,1.0,-122.32928999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25
Hotel,47.61784,10.0,1,NonResidential,CSC 7,33,Downtown,38281,328.63,171866,133585,11061916.0,1.0,-122.32966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15
Hotel,47.61558,5.0,1,NonResidential,CSC 7,35,Downtown,16200,128.44,68410,52210,4456714.5,1.0,-122.34186000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,38
Office,47.6641,3.0,1,NonResidential,CSC 4,38,Lake union,0,157.77,87262,87262,4145920.5,1.0,-122.33118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,110
Hotel,47.66583,4.0,1,NonResidential,CSC 4,40,Northeast,0,215.0,81871,81871,6668568.5,1.0,-122.29965,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,22
Self-Storage Facility,47.66172,2.0,1,NonResidential,CSC 4,41,Northeast,0,3.93,110356,110356,318364.8125,1.0,-122.29598,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,61
Mixed Use Property,47.534929999999996,3.0,1,Campus,CSC 2,43,Greater duwamish,0,16870.98,494835,494835,448385312.0,1.0,-122.31788,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24
Warehouse,47.511379999999996,2.0,1,NonResidential,CSC 2,46,Greater duwamish,0,311.84,714095,714095,44731160.0,3.0,-122.28875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,55
K-12 School,47.65671,2.0,1,SPS-District K-12,CSC 7,50,Magnolia / queen anne,0,31.47,54986,54986,1650279.25,1.0,-122.39047,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26
Office,47.66587,2.0,1,NonResidential,CSC 6,52,Ballard,0,130.56,94900,94900,6186461.5,1.0,-122.38476000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,55
Office,47.58034,2.0,1,NonResidential,CSC 2,53,Greater duwamish,0,83.86,52554,52554,2951331.25,1.0,-122.31132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,116
K-12 School,47.68891,3.0,1,NonResidential,CSC 6,54,Northwest,0,247.85,175015,175015,6994740.5,1.0,-122.33553,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,62
Self-Storage Facility,47.61351,3.0,1,NonResidential,CSC 7,55,Downtown,0,45.43,70586,70586,2158629.0,1.0,-122.35128999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,105
Hotel,47.60946,24.0,1,NonResidential,CSC 7,56,Downtown,205970,295.33,332210,126240,16163194.0,1.0,-122.33337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,47
Office,47.6113,5.0,1,NonResidential,CSC 7,57,Downtown,0,66.48,168115,168115,9536161.0,1.0,-122.33658999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,43
Other,47.61076,2.0,1,NonResidential,CSC 7,58,Downtown,0,33.26,57428,57428,1247362.0,1.0,-122.33765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,96
Office,47.610479999999995,8.0,1,NonResidential,CSC 7,59,Downtown,0,35.36,59400,59400,5071974.0,1.0,-122.33793999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,106
Mixed Use Property,47.60886,2.0,1,NonResidential,CSC 7,60,Downtown,0,584.31,52549,52549,15026196.0,1.0,-122.33743999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,90
Hotel,47.61233,20.0,1,NonResidential,CSC 7,62,Downtown,10043,59.19,98634,88591,4841347.5,1.0,-122.33431999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,86
Hotel,47.61087,34.0,1,NonResidential,CSC 7,63,Downtown,146694,2451.58,994212,847518,80469216.0,1.0,-122.33339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,34
Hotel,47.609970000000004,7.0,1,NonResidential,CSC 7,65,Downtown,0,134.38,71150,71150,5348309.0,1.0,-122.34138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,31
Hotel,47.61155,7.0,1,NonResidential,CSC 7,66,Downtown,0,227.18,122810,122810,5401277.5,1.0,-122.34114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,108
Hotel,47.619859999999996,5.0,1,NonResidential,CSC 7,67,Lake union,42546,144.79,113173,70627,5284343.5,1.0,-122.34413,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,57
Hotel,47.62001,7.0,1,NonResidential,CSC 7,68,Lake union,34735,199.95,150453,115718,6715187.0,1.0,-122.34273999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16
Hotel,47.62025,6.0,1,NonResidential,CSC 7,69,Lake union,28200,162.39,116300,88100,5827595.5,1.0,-122.34313999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,19
Hotel,47.62023,6.0,1,NonResidential,CSC 7,70,Magnolia / queen anne,36744,152.76,155602,118858,6836900.0,1.0,-122.35951000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18
K-12 School,47.63442,3.0,1,NonResidential,CSC 3,73,East,0,146.34,56072,56072,3234787.75,1.0,-122.30793,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,105
Hotel,47.62519,4.0,1,NonResidential,CSC 7,77,Magnolia / queen anne,44891,171.64,122942,78051,5337334.0,1.0,-122.34456000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17
Office,47.60823,2.0,1,NonResidential,CSC 3,82,Central,0,87.98,54984,54984,3375211.0,1.0,-122.30956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,54
Senior Care Community,47.558370000000004,5.0,1,NonResidential,CSC 1,84,Southwest,0,1727.11,217603,217603,42792072.0,1.0,-122.37751000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94
Senior Care Community,47.72426,2.0,1,NonResidential,CSC 5,85,Northwest,0,609.1,93397,93397,16402563.0,1.0,-122.35598999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,46
Hotel,47.61988,6.0,1,NonResidential,CSC 7,86,Lake union,20732,67.06,84103,63371,3706100.25,1.0,-122.33211000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8
Medical Office,47.61244,3.0,1,NonResidential,CSC 3,89,East,0,430.84,179014,179014,16701055.0,0.0,-122.3214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,51
Hotel,47.608979999999995,7.0,1,NonResidential,CSC 3,95,East,0,262.75,76631,76631,7258758.5,1.0,-122.32693,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,108
Mixed Use Property,47.60845,6.0,1,NonResidential,CSC 3,96,East,9341,481.97,99780,90439,15473117.0,1.0,-122.32637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,33
Retail Store,47.622370000000004,2.0,1,NonResidential,CSC 7,98,Lake union,0,39.06,58320,58320,1049748.625,1.0,-122.33805,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,87
Office,47.62424,5.0,1,NonResidential,CSC 7,100,Lake union,0,138.85,316306,316306,13795954.0,1.0,-122.33646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6
Hotel,47.62642,7.0,1,NonResidential,CSC 3,102,Lake union,44766,526.85,282863,238097,19459304.0,1.0,-122.33325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,26
Other,47.62208,1.0,1,Nonresidential COS,CSC 7,103,Magnolia / queen anne,0,607.41,389000,389000,23658978.0,1.0,-122.35398,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,54
Other,47.62208,1.0,1,Nonresidential COS,CSC 7,104,Magnolia / queen anne,0,344.2,91213,91213,8141155.5,1.0,-122.35398,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,54
Other,47.62208,5.0,1,Nonresidential COS,CSC 7,106,Magnolia / queen anne,0,804.2,396085,396085,20955026.0,1.0,-122.35398,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,78
Office,47.62112,12.0,1,NonResidential,CSC 7,107,Lake union,0,617.52,571329,571329,39605888.0,1.0,-122.33628999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6
Other,47.62395,2.0,1,Nonresidential COS,CSC 7,110,Magnolia / queen anne,0,101.83,52000,52000,2726369.0,1.0,-122.35077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,54
Other,47.62395,1.0,1,Nonresidential COS,CSC 7,111,Magnolia / queen anne,0,6.11,60696,60696,875943.3125,1.0,-122.35077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,88
Other,47.62395,2.0,1,Nonresidential COS,CSC 7,112,Magnolia / queen anne,0,490.73,262048,262048,20723248.0,1.0,-122.35143000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,88
Office,47.623909999999995,2.0,1,NonResidential,CSC 7,113,Magnolia / queen anne,2352,29.04,66240,63888,4166306.25,0.0,-122.34836999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,30
Office,47.624190000000006,6.0,1,NonResidential,CSC 7,114,Magnolia / queen anne,303707,674.09,920598,616891,36667044.0,1.0,-122.34443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6
Office,47.62053,4.0,1,NonResidential,CSC 7,115,Magnolia / queen anne,25930,48.76,76213,50283,3476212.5,1.0,-122.35842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,46
Hotel,47.62291,6.0,1,NonResidential,CSC 7,116,Magnolia / queen anne,36934,152.14,96910,59976,5155568.5,1.0,-122.35708000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14
Hotel,47.65772,4.0,1,NonResidential,CSC 4,117,Northeast,0,191.2,50017,50017,5448975.0,2.0,-122.31756000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,54
K-12 School,47.625479999999996,3.0,1,NonResidential,CSC 3,119,East,0,78.85,67743,67743,2646879.0,1.0,-122.30828000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,93
K-12 School,47.62644,6.0,1,NonResidential,CSC 3,120,East,0,243.23,194104,194104,6219841.5,1.0,-122.30429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,108
Office,47.58408,3.0,1,NonResidential,CSC 3,121,Southeast,35752,34.14,99433,63681,4897760.0,1.0,-122.30125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13
Other,47.67524,4.0,1,NonResidential,CSC 4,131,Northeast,0,44.32,56521,56521,6357632.0,1.0,-122.31533999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,75
Other,47.67559,2.0,1,NonResidential,CSC 4,132,Northeast,0,133.58,206934,206934,4253577.5,1.0,-122.31768999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,87
Hotel,47.73141,4.0,1,NonResidential,CSC 5,136,Northwest,0,127.29,51390,51390,3611538.0,1.0,-122.3458,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15
K-12 School,47.7257,1.0,1,SPS-District K-12,CSC 5,138,Northwest,0,443.73,245587,245587,11765682.0,1.0,-122.33684,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,57
Hotel,47.72551,3.0,1,NonResidential,CSC 5,139,Northwest,0,89.02,69138,69138,3242458.0,1.0,-122.3423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14
Hotel,47.6048,5.0,1,NonResidential,CSC 7,144,Downtown,0,142.39,190980,190980,6505995.0,1.0,-122.3368,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,112
Other,47.60804,6.0,1,Nonresidential COS,CSC 7,145,Downtown,0,429.12,284100,284100,14641502.0,1.0,-122.3367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18
Hospital,47.66737,5.0,1,NonResidential,CSC 6,147,Ballard,0,1990.5,285333,285333,68090728.0,4.0,-122.37956000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,62
Other,47.60112,4.0,1,Nonresidential COS,CSC 2,163,Downtown,0,176.75,61156,61156,9363374.0,1.0,-122.32785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10
Other,47.59809,4.0,1,NonResidential,CSC 2,167,Downtown,13820,46.26,72820,59000,2010454.625,1.0,-122.32283000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,106
Hotel,47.62614,4.0,1,NonResidential,CSC 7,168,Magnolia / queen anne,14200,228.4,162222,148022,7946961.0,1.0,-122.3467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20
University,47.61495,3.0,1,NonResidential,CSC 3,170,East,0,74.33,63330,63330,3059758.0,1.0,-122.32177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,101
University,47.547,2.0,1,Campus,CSC 1,172,Delridge,0,866.23,441071,441071,38301744.0,27.0,-122.35307,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
Office,47.67828,2.0,1,NonResidential,CSC 4,173,Northeast,0,222.02,96300,96300,16319835.0,1.0,-122.26456,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14
Other,47.59545,1.0,1,Nonresidential COS,CSC 2,174,Greater duwamish,0,204.08,67356,67356,7475577.5,1.0,-122.32146000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,66
Office,47.538270000000004,1.0,1,NonResidential,CSC 2,179,Greater duwamish,0,61.21,54765,54765,4253369.5,1.0,-122.28406000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,58
Other,47.53722,5.0,1,NonResidential,CSC 2,180,Greater duwamish,0,100.46,89821,89821,1950092.5,1.0,-122.28399999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7
University,47.65147,2.0,1,NonResidential,CSC 7,182,Magnolia / queen anne,0,104.26,52611,52611,4116871.5,1.0,-122.36121999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,36
Residence Hall,47.65068,4.0,1,NonResidential,CSC 7,183,Magnolia / queen anne,37500,129.39,139600,102100,4448582.5,1.0,-122.36331000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15
K-12 School,47.70763,2.0,1,SPS-District K-12,CSC 5,185,North,0,222.78,236758,236758,8355988.5,1.0,-122.29453000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5
Other,47.604620000000004,6.0,1,NonResidential,CSC 3,187,Central,0,422.39,250981,250981,13071700.0,3.0,-122.31549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,45
Other,47.61598,11.0,1,NonResidential,CSC 7,338,Downtown,68432,2055.82,299070,230638,65336980.0,1.0,-122.33448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
